ip,time,method,url,status,size,duration,referer,agent,class
184.62.32.18,4/14/2024 6:01,POST,/admin,403,2147,2903,-,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/54.0.868.0 Safari/536.2",anomaly
13.108.15.72,6/17/2024 1:18,GET,/upload,404,2867,4683,https://www.rivera-vaughan.com/,"Mozilla/5.0 (iPad; CPU iPad OS 12_5_7 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/10.0v1988.0 Mobile/85H043 Safari/531.0",normal
141.70.145.36,2/11/2024 1:17,POST,/index.html,403,2146,4491,http://www.carr.info/,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/38.0.837.0 Safari/534.1",anomaly
183.85.233.150,1/23/2024 3:12,GET,/contact.html,500,1253,2114,http://www.thompson.com/,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.1),normal
113.145.35.150,5/23/2024 9:53,POST,/upload,500,1622,1008,-,"Mozilla/5.0 (iPad; CPU iPad OS 17_4 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/56.0.824.0 Mobile/38P543 Safari/535.2",normal
102.229.137.103,2/24/2024 3:02,POST,/comment,200,2529,2618,-,Opera/9.98.(X11; Linux x86_64; yo-NG) Presto/2.9.176 Version/10.00,normal
112.186.149.233,5/21/2024 16:56,POST,/upload,404,767,2825,http://www.mccann-perez.org/,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/14.0.884.0 Safari/536.2",normal
200.188.147.51,3/19/2024 0:54,POST,/profile,500,3555,3479,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/3.0),normal
108.246.12.174,4/3/2024 22:50,POST,/contact.html,200,1415,1177,-,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9694-12-01 21:15:57.539734 Firefox/8.0,anomaly
79.184.170.229,3/20/2024 13:33,POST,/help,200,3977,4825,-,Opera/9.30.(Windows NT 5.01; fa-IR) Presto/2.9.186 Version/10.00,anomaly
56.166.234.207,1/20/2024 10:27,POST,/settings,500,3874,3806,http://www.hill.com/,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/3.0),anomaly
60.2.243.33,6/4/2024 22:56,GET,/upload,301,4060,566,https://www.gomez-reyes.com/,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),anomaly
203.79.24.71,3/18/2024 16:07,GET,/settings,500,1410,2268,-,"Mozilla/5.0 (Linux; Android 4.2) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/14.0.839.0 Safari/536.1",anomaly
212.202.204.234,6/9/2024 2:21,GET,/comment,404,2734,1937,-,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.1),anomaly
93.35.223.122,7/17/2024 6:53,GET,/login,404,315,169,-,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_4) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/48.0.868.0 Safari/533.0",anomaly
67.27.218.104,5/2/2024 5:35,GET,/profile,403,2688,4197,-,Opera/9.56.(X11; Linux i686; tcy-IN) Presto/2.9.186 Version/12.00,normal
158.71.45.8,2/4/2024 17:38,GET,/contact.html,403,2808,652,-,Opera/9.36.(X11; Linux i686; uz-UZ) Presto/2.9.160 Version/10.00,normal
77.236.57.132,6/19/2024 5:11,GET,/help,301,27,4807,-,Mozilla/5.0 (Android 5.0; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0,anomaly
11.134.166.254,7/11/2024 21:00,POST,/help,500,2382,2163,-,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.9.4 (KHTML, like Gecko) Version/4.0 Safari/533.9.4",normal
25.150.197.14,6/28/2024 15:47,POST,/admin,301,2852,4397,http://edwards.com/,"Mozilla/5.0 (Linux; Android 4.3.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/62.0.810.0 Safari/531.2",normal
114.191.42.236,3/13/2024 6:02,GET,/contact.html,500,969,589,https://www.schaefer.com/,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/25.0.886.0 Mobile/49S812 Safari/536.0",anomaly
106.133.111.219,1/17/2024 23:18,GET,/admin,301,804,4475,https://www.sosa.com/,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.38.7 (KHTML, like Gecko) Version/5.0 Safari/535.38.7",normal
87.28.74.245,1/8/2024 23:18,POST,/admin,500,194,3604,-,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/21.0.877.0 Safari/531.2",normal
96.38.141.164,6/24/2024 9:28,GET,/settings,404,1122,4127,http://perez.net/,Opera/9.94.(Windows 98; unm-US) Presto/2.9.186 Version/12.00,normal
167.236.81.112,3/31/2024 21:34,GET,/products,403,1905,2792,https://www.nichols.com/,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/10.4v3680.0 Mobile/84U088 Safari/534.1",anomaly
35.113.134.101,3/12/2024 8:42,POST,/contact.html,404,1328,1368,-,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_5 rv:5.0; ms-MY) AppleWebKit/532.3.3 (KHTML, like Gecko) Version/5.0.4 Safari/532.3.3",anomaly
133.205.13.52,7/14/2024 11:45,GET,/products,200,1221,4659,-,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.38.2 (KHTML, like Gecko) Version/4.1 Safari/532.38.2",normal
74.205.46.55,2/19/2024 23:00,GET,/login,301,2560,1062,http://www.gonzalez.com/,Mozilla/5.0 (Android 2.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,anomaly
113.175.115.255,7/4/2024 5:14,GET,/products,404,3350,4204,https://jones.info/,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/535.6.6 (KHTML, like Gecko) Version/5.0 Safari/535.6.6",normal
95.31.76.190,6/24/2024 0:46,GET,/products,301,4055,3795,https://jimenez.org/,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/55.0.866.0 Safari/536.1",normal
150.69.130.157,1/12/2024 20:20,GET,/settings,500,3055,2213,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/48.0.810.0 Mobile/91Q503 Safari/534.1",anomaly
7.84.83.251,2/22/2024 14:28,GET,/help,403,1289,2685,-,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.0),normal
172.129.16.17,3/7/2024 22:31,POST,/products,404,3847,139,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/30.0.806.0 Safari/532.0",normal
74.138.149.97,4/2/2024 18:39,GET,/settings,500,4199,4326,http://lewis.com/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/26.0.843.0 Safari/534.2",anomaly
221.35.231.82,4/8/2024 15:18,GET,/admin,301,160,1860,http://www.rodriguez.biz/,Opera/9.73.(X11; Linux x86_64; crh-UA) Presto/2.9.185 Version/11.00,anomaly
96.169.148.192,5/11/2024 15:27,POST,/login,301,2752,4153,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_6) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/21.0.888.0 Safari/536.2",anomaly
84.143.171.172,7/11/2024 16:44,POST,/index.html,403,3651,3266,http://www.adams-warren.com/,Opera/9.53.(X11; Linux i686; yo-NG) Presto/2.9.175 Version/12.00,normal
187.155.67.228,1/17/2024 0:27,GET,/upload,403,3327,4665,https://www.hester.com/,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/28.0.832.0 Safari/536.1",anomaly
168.214.16.189,3/4/2024 21:17,POST,/index.html,301,4952,3266,https://www.wells.com/,Opera/9.98.(Windows NT 4.0; be-BY) Presto/2.9.161 Version/11.00,anomaly
221.16.50.119,1/21/2024 9:53,POST,/index.html,404,4248,2230,-,Mozilla/5.0 (Windows NT 11.0; br-FR; rv:1.9.2.20) Gecko/7275-08-26 10:20:14.262085 Firefox/3.8,anomaly
19.198.247.9,3/25/2024 16:57,POST,/upload,200,3036,4503,http://www.wilkins-ferguson.org/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_3 rv:6.0; ig-NG) AppleWebKit/534.3.4 (KHTML, like Gecko) Version/5.1 Safari/534.3.4",anomaly
110.19.16.189,6/8/2024 3:03,GET,/login,403,827,1155,-,Opera/9.43.(Windows 95; id-ID) Presto/2.9.175 Version/12.00,normal
103.87.47.245,6/26/2024 21:39,GET,/upload,200,3969,304,https://www.porter-jennings.com/,Opera/9.56.(X11; Linux x86_64; ar-IN) Presto/2.9.178 Version/10.00,anomaly
103.20.248.83,6/11/2024 18:57,GET,/products,301,3537,2032,-,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/18.0.850.0 Safari/531.2",normal
187.245.17.134,6/15/2024 5:14,GET,/settings,200,1624,2331,https://www.rogers.org/,"Mozilla/5.0 (Linux; Android 3.2.2) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/47.0.868.0 Safari/536.2",normal
96.6.234.132,2/25/2024 4:27,GET,/contact.html,301,47,142,https://www.page-mendoza.org/,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/43.0.821.0 Safari/534.1",anomaly
185.192.82.132,3/29/2024 4:04,POST,/help,301,975,2324,https://sparks.com/,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.10.7 (KHTML, like Gecko) Version/4.1 Safari/533.10.7",normal
81.255.238.217,4/7/2024 15:56,GET,/settings,500,1798,3691,-,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5; rv:1.9.2.20) Gecko/3341-11-15 16:27:14.192757 Firefox/3.8,anomaly
87.163.140.152,5/21/2024 7:16,GET,/profile,301,3707,284,http://bryant-thomas.com/,Opera/9.24.(X11; Linux x86_64; ff-SN) Presto/2.9.172 Version/11.00,anomaly
171.142.180.228,6/21/2024 7:06,GET,/products,200,3472,2375,-,Opera/8.43.(X11; Linux x86_64; pt-PT) Presto/2.9.180 Version/12.00,normal
30.109.126.54,5/2/2024 10:18,GET,/login,403,1298,3491,https://james.info/,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.29.1 (KHTML, like Gecko) Version/5.1 Safari/534.29.1",normal
175.16.190.131,4/2/2024 19:55,GET,/login,200,1549,3630,https://atkins-hahn.com/,Mozilla/5.0 (Windows CE; ug-CN; rv:1.9.2.20) Gecko/6367-05-10 07:00:56.345367 Firefox/3.6.19,normal
110.208.215.102,1/3/2024 1:30,GET,/login,301,691,4418,http://www.hicks.com/,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/7426-12-07 04:58:01.616974 Firefox/3.8,normal
55.154.100.229,1/3/2024 0:18,POST,/upload,403,4887,199,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; pl-PL) AppleWebKit/531.23.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.23.6",normal
87.171.239.201,2/23/2024 23:01,GET,/profile,200,459,608,http://pope.com/,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7550-02-17 19:26:03.620422 Firefox/3.6.10,normal
172.247.45.14,7/11/2024 12:19,GET,/comment,301,1805,1902,http://www.shaw.com/,Mozilla/5.0 (Windows NT 6.0; km-KH; rv:1.9.2.20) Gecko/3033-06-02 05:35:42.734299 Firefox/3.6.17,normal
97.168.24.80,7/13/2024 20:46,GET,/products,403,2798,4152,https://www.jensen-molina.com/,Opera/9.52.(Windows 98; Win 9x 4.90; oc-FR) Presto/2.9.178 Version/11.00,anomaly
43.9.8.164,6/5/2024 12:33,POST,/comment,200,2925,2011,https://watson.com/,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/56.0.892.0 Safari/533.1",normal
163.133.171.107,6/5/2024 14:41,POST,/settings,301,563,3929,http://chavez.net/,Opera/9.58.(Windows 98; ta-IN) Presto/2.9.174 Version/12.00,anomaly
203.191.19.172,4/25/2024 7:34,GET,/comment,404,211,4376,https://chen.com/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_3 rv:3.0; lv-LV) AppleWebKit/531.27.5 (KHTML, like Gecko) Version/4.1 Safari/531.27.5",anomaly
177.95.236.96,5/29/2024 7:03,GET,/admin,301,4119,2618,https://johns.biz/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/55.0.864.0 Safari/534.0",normal
115.20.96.53,2/21/2024 3:39,GET,/contact.html,301,560,1749,http://www.sherman.com/,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_3 rv:2.0; ht-HT) AppleWebKit/532.36.4 (KHTML, like Gecko) Version/4.0.4 Safari/532.36.4",normal
196.19.94.222,2/19/2024 16:13,POST,/admin,200,1988,1044,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.1),anomaly
80.84.151.87,7/3/2024 18:35,GET,/comment,200,2412,4328,-,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/9947-02-18 03:50:49.795410 Firefox/5.0,anomaly
20.178.210.128,3/16/2024 18:45,POST,/products,200,3493,4588,https://www.george.com/,Opera/8.42.(Windows 95; af-ZA) Presto/2.9.186 Version/12.00,anomaly
8.34.243.104,6/4/2024 22:21,POST,/products,301,4416,3139,-,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/15.0.815.0 Safari/536.0",normal
183.248.210.59,7/11/2024 4:18,GET,/profile,500,200,234,http://gonzalez.com/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_7; rv:1.9.5.20) Gecko/4578-05-01 03:25:05.703537 Firefox/3.6.20,normal
104.91.58.202,3/13/2024 5:15,POST,/profile,404,247,2256,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/25.0.859.0 Mobile/49A362 Safari/534.0",normal
165.102.222.199,4/24/2024 22:41,GET,/profile,200,2042,4112,https://www.lopez.com/,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/3.1),anomaly
163.102.77.245,4/9/2024 4:45,POST,/comment,500,4787,1460,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ms-MY) AppleWebKit/532.7.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.7.7",anomaly
50.220.127.140,1/25/2024 9:29,GET,/comment,404,1426,2932,-,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_8 rv:4.0; yi-US) AppleWebKit/532.6.2 (KHTML, like Gecko) Version/5.0.3 Safari/532.6.2",anomaly
135.26.46.70,7/15/2024 6:09,GET,/login,500,4657,1009,https://www.hunter.net/,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_5; rv:1.9.6.20) Gecko/4050-01-26 14:41:02.362022 Firefox/4.0,normal
206.26.221.45,2/19/2024 3:45,GET,/comment,200,54,4031,-,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/59.0.887.0 Safari/534.1",anomaly
155.151.124.132,2/3/2024 12:50,POST,/products,200,2158,2878,-,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0),normal
152.143.101.207,5/28/2024 15:21,GET,/settings,200,1432,4690,https://contreras-banks.org/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5 rv:2.0; eo-US) AppleWebKit/535.47.7 (KHTML, like Gecko) Version/5.0.2 Safari/535.47.7",anomaly
35.121.45.14,5/9/2024 1:28,POST,/admin,403,407,2816,-,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/15.9c1907.0 Mobile/10C205 Safari/533.1",anomaly
88.182.190.85,5/27/2024 0:25,POST,/index.html,200,2119,4708,https://mitchell.com/,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6319-06-21 01:57:41.188980 Firefox/5.0,normal
8.56.31.127,6/30/2024 13:08,POST,/products,200,503,798,https://aguilar-hampton.net/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; yi-US) AppleWebKit/532.50.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.50.5",normal
64.105.200.250,4/27/2024 1:45,GET,/login,301,1446,4460,http://michael.net/,Opera/9.93.(Windows NT 10.0; te-IN) Presto/2.9.161 Version/11.00,anomaly
38.90.53.163,5/5/2024 9:51,POST,/upload,500,1562,2800,-,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.1),normal
150.3.13.13,6/20/2024 12:16,POST,/profile,200,2280,1548,https://fuller.com/,Mozilla/5.0 (Windows NT 4.0; tt-RU; rv:1.9.0.20) Gecko/9505-07-21 08:52:49.418549 Firefox/3.8,normal
46.180.176.162,7/16/2024 13:14,POST,/admin,500,1644,982,http://stevenson.com/,"Mozilla/5.0 (iPad; CPU iPad OS 17_4 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/47.0.865.0 Mobile/61P973 Safari/535.1",anomaly
135.43.2.159,7/9/2024 16:06,GET,/login,301,1471,1491,-,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_6; rv:1.9.5.20) Gecko/9100-04-24 15:05:30.190643 Firefox/3.8,anomaly
78.167.214.103,7/12/2024 4:30,GET,/comment,200,3979,1616,-,Mozilla/5.0 (Windows NT 6.0; bo-CN; rv:1.9.2.20) Gecko/9129-02-21 09:34:36.614471 Firefox/8.0,anomaly
11.217.46.194,6/29/2024 1:08,GET,/admin,500,3343,4019,https://evans-stevens.net/,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.1),normal
80.247.156.25,6/25/2024 13:53,POST,/index.html,301,2670,1525,https://young-hayes.biz/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; so-KE) AppleWebKit/532.2.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6532.2.3",normal
130.163.82.147,2/27/2024 0:45,GET,/index.html,301,3938,1390,http://harris-atkinson.com/,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/56.0.889.0 Safari/532.2",anomaly
212.194.156.11,6/24/2024 19:54,POST,/admin,404,454,1547,-,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/58.0.898.0 Safari/535.0",normal
141.222.1.214,7/5/2024 8:02,GET,/comment,500,2089,1908,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/49.0.862.0 Safari/531.1",anomaly
10.206.129.177,6/18/2024 19:31,GET,/contact.html,200,3747,4560,-,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/14.0.803.0 Mobile/65R263 Safari/531.2",normal
30.132.181.28,4/18/2024 6:49,GET,/help,200,2898,4027,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; dv-MV) AppleWebKit/535.37.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.37.7",anomaly
28.185.39.175,4/5/2024 8:46,GET,/comment,500,4863,2444,http://bray.com/,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/3.0),normal
108.54.112.98,2/19/2024 16:28,GET,/products,301,4023,897,https://sandoval-pierce.info/,Opera/8.98.(Windows 95; sc-IT) Presto/2.9.188 Version/12.00,normal
217.210.35.188,3/22/2024 7:59,GET,/index.html,200,3207,3176,http://www.johnson.com/,Opera/8.95.(X11; Linux x86_64; fur-IT) Presto/2.9.185 Version/10.00,anomaly
156.104.10.85,4/26/2024 21:02,GET,/upload,403,10,2166,-,"Mozilla/5.0 (Windows 98) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/62.0.807.0 Safari/536.2",anomaly
210.42.52.243,4/4/2024 6:01,POST,/index.html,403,1766,3882,-,Opera/8.13.(Windows NT 6.2; fi-FI) Presto/2.9.187 Version/10.00,normal
152.168.245.17,5/12/2024 8:06,GET,/profile,404,462,362,https://www.sheppard.com/,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0),anomaly
85.62.31.90,3/25/2024 10:28,POST,/admin,403,421,3878,-,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.33.2 (KHTML, like Gecko) Version/4.0.2 Safari/533.33.2",anomaly
49.52.15.144,3/18/2024 18:38,POST,/contact.html,301,3687,3646,-,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.0),anomaly
14.222.57.104,1/24/2024 17:27,POST,/settings,404,4531,311,http://www.smith.biz/,Opera/9.60.(Windows NT 6.1; da-DK) Presto/2.9.173 Version/11.00,normal
119.197.83.230,6/21/2024 5:50,GET,/admin,200,2468,3190,https://espinoza-robinson.info/,Opera/8.21.(X11; Linux x86_64; ln-CD) Presto/2.9.163 Version/12.00,anomaly
152.253.0.196,1/8/2024 3:57,POST,/comment,404,2603,925,http://powers-white.com/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8 rv:5.0; sw-KE) AppleWebKit/533.40.5 (KHTML, like Gecko) Version/5.1 Safari/533.40.5",normal
148.39.146.127,1/2/2024 1:48,GET,/products,500,3016,2300,https://www.white.com/,Opera/9.94.(Windows NT 6.1; zu-ZA) Presto/2.9.162 Version/11.00,normal
153.14.88.75,1/28/2024 16:38,GET,/upload,301,3288,1864,-,Opera/9.48.(Windows NT 5.2; ks-IN) Presto/2.9.160 Version/11.00,anomaly
203.163.197.33,7/2/2024 6:15,GET,/index.html,404,3343,3773,-,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4; rv:1.9.4.20) Gecko/8612-10-05 19:20:00.329346 Firefox/3.6.14,anomaly
179.39.255.80,7/13/2024 2:41,POST,/comment,500,3741,3200,http://howell-pace.com/,Opera/8.98.(Windows NT 10.0; mai-IN) Presto/2.9.160 Version/11.00,normal
138.40.236.178,5/12/2024 0:59,POST,/comment,404,3498,2379,http://www.jones-greene.com/,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.1),anomaly
201.17.233.12,5/18/2024 10:55,POST,/settings,404,624,774,-,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/532.30.3 (KHTML, like Gecko) Version/4.1 Safari/532.30.3",normal
218.11.21.48,7/8/2024 20:33,GET,/upload,404,857,4442,http://mills.biz/,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7844-09-08 09:52:01.073029 Firefox/3.8,normal
27.117.206.85,2/15/2024 9:36,POST,/comment,500,2978,1354,https://www.phillips.biz/,Mozilla/5.0 (Android 4.1.2; Mobile; rv:26.0) Gecko/26.0 Firefox/26.0,normal
207.94.170.212,5/23/2024 21:04,GET,/help,404,4032,377,http://dunlap.com/,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/41.0.810.0 Safari/534.2",normal
145.81.239.120,4/19/2024 14:08,GET,/profile,200,629,4655,-,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),anomaly
39.57.88.188,4/22/2024 11:04,GET,/index.html,200,3049,2506,-,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.1),normal
38.207.138.205,7/9/2024 18:03,POST,/settings,200,1464,1142,-,Opera/8.68.(X11; Linux x86_64; an-ES) Presto/2.9.167 Version/10.00,normal
70.19.185.32,5/22/2024 5:43,GET,/upload,404,887,2365,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ber-DZ) AppleWebKit/535.11.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.11.3",normal
42.253.29.63,7/11/2024 13:08,GET,/help,500,1090,3955,https://www.hernandez.org/,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.1),normal
75.218.223.20,4/3/2024 16:23,GET,/contact.html,200,4705,2115,-,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_7 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/11.7e5124.0 Mobile/84B267 Safari/531.1",normal
114.44.110.236,3/11/2024 17:55,POST,/products,403,4309,669,https://bradford.com/,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.0),normal
109.57.105.136,5/29/2024 5:21,POST,/settings,500,1971,4116,-,"Mozilla/5.0 (iPad; CPU iPad OS 17_3_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/9.3o0775.0 Mobile/78U779 Safari/531.0",anomaly
70.82.50.10,5/11/2024 0:16,POST,/comment,403,2079,210,-,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.31.7 (KHTML, like Gecko) Version/4.1 Safari/533.31.7",normal
37.186.10.167,7/13/2024 2:09,GET,/help,403,1647,3183,http://cox.info/,Opera/9.24.(Windows NT 5.1; ar-DZ) Presto/2.9.187 Version/11.00,normal
213.118.141.207,3/24/2024 20:24,POST,/help,200,990,3023,http://www.mcknight.com/,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/17.0.867.0 Safari/534.0",normal
112.53.175.141,5/25/2024 17:11,GET,/login,404,4802,308,https://www.obrien-white.com/,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; kl-GL) AppleWebKit/534.28.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.28.1",anomaly
131.169.77.222,7/11/2024 21:26,GET,/comment,404,292,625,http://www.munoz-collins.biz/,Mozilla/5.0 (Windows 95; hne-IN; rv:1.9.0.20) Gecko/3846-10-22 02:38:00.327553 Firefox/3.6.11,anomaly
41.255.173.114,2/24/2024 19:23,POST,/login,500,610,737,https://www.martinez.biz/,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0 rv:2.0; nn-NO) AppleWebKit/535.13.4 (KHTML, like Gecko) Version/4.1 Safari/535.13.4",normal
91.235.224.209,4/24/2024 13:29,POST,/products,301,980,4533,-,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ast-ES) AppleWebKit/531.17.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.17.3",anomaly
81.64.52.101,6/14/2024 5:23,GET,/help,404,2025,2439,http://www.garcia.com/,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.1),normal
133.102.31.88,1/15/2024 9:02,POST,/contact.html,404,2989,4604,http://www.brady.org/,Opera/8.47.(Windows 95; as-IN) Presto/2.9.185 Version/11.00,normal
